step,sim_time_s,x_actual,y_actual,phi_k,nav_state,current_wp_index,d_est,obstacle_detected,left_speed,right_speed
56,1.7920,0.11228,-0.37896,0.18727,0,1,0.01737,0,3.2418,2.6119
57,1.8240,0.11418,-0.37861,0.17737,0,1,0.01691,0,3.2262,2.6274
58,1.8560,0.11609,-0.37828,0.17242,0,1,0.01704,0,3.2232,2.6304
59,1.8880,0.11799,-0.37796,0.16251,0,1,0.01712,0,3.2077,2.6460
60,1.9200,0.11983,-0.37766,0.15509,0,1,0.01686,0,3.1980,2.6557
61,1.9520,0.12174,-0.37737,0.15014,0,1,0.01733,0,3.1950,2.6586
62,1.9840,0.12365,-0.37709,0.14023,0,1,0.01701,0,3.1795,2.6742
63,2.0160,0.12556,-0.37682,0.13528,0,1,0.01722,0,3.1765,2.6771
64,2.0480,0.12748,-0.37657,0.13033,0,1,0.01701,0,3.1738,2.6798
65,2.0800,0.12933,-0.37633,0.12290,0,1,0.01815,0,3.1647,2.6890
66,2.1120,0.13125,-0.37610,0.11795,0,1,0.01762,0,3.1623,2.6913
67,2.1440,0.13317,-0.37588,0.11300,0,1,0.01781,0,3.1603,2.6933
68,2.1760,0.13509,-0.37567,0.10310,0,1,0.01758,0,3.1459,2.7078
69,2.2080,0.13701,-0.37547,0.09814,0,1,0.01743,0,3.1441,2.7095
70,2.2400,0.13893,-0.37529,0.09319,0,1,0.01730,0,3.1429,2.7108
71,2.2720,0.14085,-0.37511,0.08824,0,1,0.01742,0,3.1422,2.7115
72,2.3040,0.14278,-0.37495,0.08329,0,1,0.01710,0,3.1421,2.7115
73,2.3360,0.14464,-0.37480,0.07586,0,1,0.01711,0,3.1359,2.7177
74,2.3680,0.14656,-0.37466,0.07091,0,1,0.01723,0,3.1371,2.7165
75,2.4000,0.14843,-0.37453,0.06844,0,1,0.01896,0,3.1454,2.7083
76,2.4320,0.15035,-0.37440,0.06348,0,2,0.01702,0,3.1494,2.7042
77,2.4640,0.15234,-0.37428,0.05606,0,2,0.01690,0,-2.0545,2.0545
78,2.4960,0.15228,-0.37429,0.10805,0,2,0.01747,0,-1.8553,1.8553
79,2.5280,0.15234,-0.37428,0.15509,0,2,0.01744,0,-1.6776,1.6776
80,2.5600,0.15228,-0.37429,0.19718,0,2,0.01689,0,-1.5163,1.5163
81,2.5920,0.15228,-0.37429,0.23679,0,2,0.01787,0,-1.3656,1.3656
82,2.6240,0.15228,-0.37429,0.27145,0,2,0.01771,0,-1.2337,1.2337
83,2.6560,0.15228,-0.37429,0.30116,0,2,0.01784,0,-1.1206,1.1206
84,2.6880,0.15228,-0.37429,0.33087,0,2,0.01682,0,-1.0076,1.0076
85,2.7200,0.15228,-0.37429,0.35562,0,2,0.01742,0,-0.9134,0.9134
86,2.7520,0.15234,-0.37427,0.37791,0,2,0.01750,0,-0.8293,0.8293
87,2.7840,0.15228,-0.37429,0.40019,0,2,0.01737,0,-0.7439,0.7439
88,2.8160,0.15234,-0.37427,0.41752,0,2,0.01726,0,-0.6785,0.6785
89,2.8480,0.15228,-0.37429,0.43485,0,2,0.01814,0,-0.6121,0.6121
90,2.8800,0.15228,-0.37429,0.44970,0,2,0.01745,0,2.5565,3.2972
91,2.9120,0.15402,-0.37345,0.45961,0,2,0.01754,0,2.5736,3.2801
92,2.9440,0.15574,-0.37258,0.46951,0,2,0.01686,0,2.5909,3.2628
93,2.9760,0.15740,-0.37173,0.47694,0,2,0.01787,0,2.6023,3.2513
94,3.0080,0.15917,-0.37081,0.48436,0,2,0.01742,0,2.6133,3.2403
95,3.0400,0.16082,-0.36993,0.49179,0,2,0.01765,0,2.6250,3.2287
96,3.0720,0.16252,-0.36901,0.50169,0,2,0.01784,0,2.6428,3.2109
97,3.1040,0.16421,-0.36808,0.50665,0,2,0.01655,0,2.6482,3.2055
98,3.1360,0.16584,-0.36717,0.51407,0,2,0.01751,0,2.6601,3.1936
99,3.1680,0.16757,-0.36618,0.52150,0,2,0.01768,0,2.6717,3.1820
100,3.2000,0.16919,-0.36524,0.52893,0,2,0.01742,0,2.6839,3.1698
101,3.2320,0.17085,-0.36426,0.53388,0,2,0.01659,0,2.6896,3.1641
102,3.2640,0.17251,-0.36328,0.53883,0,2,0.01666,0,2.6953,3.1584
103,3.2960,0.17411,-0.36231,0.54626,0,2,0.01684,0,2.7076,3.1461
104,3.3280,0.17576,-0.36131,0.55121,0,2,0.01719,0,2.7134,3.1402
105,3.3600,0.17740,-0.36029,0.55616,0,2,0.01726,0,2.7192,3.1344
106,3.3920,0.17904,-0.35927,0.56111,0,2,0.01752,0,2.7250,3.1286
107,3.4240,0.18067,-0.35824,0.56606,0,2,0.01741,0,2.7308,3.1229
108,3.4560,0.18230,-0.35720,0.57102,0,2,0.01669,0,2.7365,3.1172
109,3.4880,0.18392,-0.35615,0.57597,0,2,0.01730,0,2.7422,3.1115
110,3.5200,0.18554,-0.35509,0.58092,0,2,0.01717,0,2.7478,3.1059
111,3.5520,0.18715,-0.35403,0.58587,0,2,0.01721,0,2.7534,3.1003
112,3.5840,0.18870,-0.35299,0.58835,0,2,0.01676,0,2.7527,3.1009
113,3.6160,0.19031,-0.35192,0.59330,0,2,0.01696,0,2.7579,3.0958
114,3.6480,0.19191,-0.35083,0.59825,0,2,0.01749,0,2.7630,3.0907
115,3.6800,0.19350,-0.34974,0.60320,0,2,0.01663,0,2.7679,3.0857
116,3.7120,0.19504,-0.34868,0.60568,0,2,0.01706,0,2.7666,3.0870
117,3.7440,0.19662,-0.34758,0.61063,0,2,0.01710,0,2.7710,3.0827
118,3.7760,0.19820,-0.34647,0.61558,0,2,0.01759,0,2.7751,3.0785
119,3.8080,0.19972,-0.34539,0.61806,0,2,0.01787,0,2.7729,3.0808
120,3.8400,0.20129,-0.34427,0.62301,0,2,0.01951,0,2.7761,3.0775
121,3.8720,0.20286,-0.34313,0.62796,0,2,0.02053,0,2.7789,3.0747
122,3.9040,0.20442,-0.34200,0.62796,0,2,0.02244,0,2.7682,3.0854
123,3.9360,0.20598,-0.34086,0.63291,0,3,0.02535,0,2.7689,3.0847
124,3.9680,0.20754,-0.33972,0.63786,0,3,0.02446,0,-2.5468,2.5468
125,4.0000,0.20754,-0.33972,0.70223,0,3,0.02237,0,-2.3019,2.3019
126,4.0320,0.20749,-0.33976,0.75917,0,3,0.02089,0,-2.0833,2.0833
127,4.0640,0.20749,-0.33976,0.81364,0,3,0.02694,0,-1.8760,1.8760
128,4.0960,0.20753,-0.33971,0.86068,0,3,0.02750,0,-1.6987,1.6987
129,4.1280,0.20749,-0.33976,0.90277,0,3,0.02780,0,-1.5370,1.5370
130,4.1600,0.20749,-0.33976,0.94238,0,3,0.02764,0,-1.3863,1.3863
131,4.1920,0.20749,-0.33976,0.97704,0,3,0.02816,0,-1.2544,1.2544
132,4.2240,0.20753,-0.33971,1.00923,0,3,0.02746,0,-1.1331,1.1331
133,4.2560,0.20749,-0.33976,1.03646,0,3,0.02791,0,-1.0285,1.0285
134,4.2880,0.20752,-0.33971,1.06369,0,3,0.02811,0,-0.9258,0.9258
135,4.3200,0.20749,-0.33976,1.08598,0,3,0.02867,0,-0.8402,0.8402
136,4.3520,0.20752,-0.33971,1.10826,0,3,0.02718,0,-0.7561,0.7561
137,4.3840,0.20749,-0.33976,1.12559,0,3,0.02603,0,-0.6895,0.6895
138,4.4160,0.20752,-0.33970,1.14292,0,3,0.02588,0,-0.6242,0.6242
139,4.4480,0.20750,-0.33976,1.16025,0,3,0.02602,0,2.5550,3.2986
140,4.4800,0.20826,-0.33799,1.17015,0,3,0.02678,0,2.5695,3.2841
141,4.5120,0.20903,-0.33615,1.17758,0,3,0.02722,0,2.5774,3.2762
142,4.5440,0.20974,-0.33442,1.18501,0,3,0.02778,0,2.5860,3.2677
143,4.5760,0.21046,-0.33263,1.19491,0,3,0.02756,0,2.6004,3.2532
144,4.6080,0.21116,-0.33083,1.20481,0,3,0.02778,0,2.6151,3.2386
145,4.6400,0.21182,-0.32908,1.21224,0,3,0.02894,0,2.6238,3.2299
146,4.6720,0.21249,-0.32727,1.21719,0,3,0.02870,0,2.6257,3.2280
147,4.7040,0.21315,-0.32546,1.22710,0,3,0.03000,0,2.6401,3.2136
148,4.7360,0.21380,-0.32364,1.23205,0,3,0.03235,0,2.6418,3.2118
149,4.7680,0.21443,-0.32181,1.24195,0,3,0.03318,0,2.6560,3.1977
150,4.8000,0.21505,-0.31999,1.24690,0,3,0.03544,0,2.6575,3.1962
151,4.8320,0.21564,-0.31821,1.25433,0,3,0.03591,0,2.6654,3.1883
152,4.8640,0.21623,-0.31638,1.25928,0,3,0.03994,0,2.6663,3.1873
153,4.8960,0.21681,-0.31454,1.26918,0,3,0.04346,0,2.6796,3.1741
154,4.9280,0.21738,-0.31269,1.27413,0,3,0.04651,0,2.6801,3.1736
155,4.9600,0.21792,-0.31090,1.28156,0,3,0.04791,0,2.6868,3.1668
156,4.9920,0.21847,-0.30905,1.28651,0,3,0.04743,0,2.6864,3.1673
157,5.0240,0.21901,-0.30720,1.29147,0,3,0.04688,0,2.6852,3.1685
158,5.0560,0.21953,-0.30534,1.29642,0,3,0.04650,0,2.6830,3.1707
159,5.0880,0.22003,-0.30354,1.30384,0,3,0.04678,0,2.6867,3.1669
160,5.1200,0.22055,-0.30161,1.31127,0,3,0.04631,0,2.6885,3.1651
161,5.1520,0.22104,-0.29975,1.31622,0,3,0.04452,0,2.6833,3.1704
162,5.1840,0.22151,-0.29794,1.32365,0,4,0.04412,0,2.6833,3.1704
163,5.2160,0.22197,-0.29606,1.32860,0,4,0.04351,0,-0.7596,0.7596
164,5.2480,0.22197,-0.29606,1.34841,0,4,0.04423,0,-0.6843,0.6843
165,5.2800,0.22197,-0.29606,1.36326,0,4,0.04840,0,-0.6278,0.6278
166,5.3120,0.22197,-0.29606,1.38307,0,4,0.04989,0,2.5586,3.2951
167,5.3440,0.22232,-0.29423,1.39050,0,4,0.04997,0,2.5678,3.2859
168,5.3760,0.22265,-0.29233,1.40040,0,4,0.05323,0,2.5830,3.2707
169,5.4080,0.22298,-0.29036,1.40783,0,4,0.05485,0,2.5917,3.2620
170,5.4400,0.22328,-0.28852,1.41525,0,4,0.05438,0,2.6009,3.2527
171,5.4720,0.22357,-0.28661,1.42516,0,4,0.05281,0,2.6163,3.2374
172,5.5040,0.22383,-0.28476,1.43258,0,4,0.05292,0,2.6257,3.2279
173,5.5360,0.22410,-0.28278,1.44001,0,4,0.05329,0,2.6345,3.2191
174,5.5680,0.22434,-0.28093,1.44744,0,4,0.05359,0,2.6439,3.2097
175,5.6000,0.22457,-0.27901,1.45239,0,4,0.05601,0,2.6466,3.2070
176,5.6320,0.22479,-0.27709,1.46229,0,4,0.05605,0,2.6618,3.1918
177,5.6640,0.22499,-0.27517,1.46724,0,4,0.05742,0,2.6645,3.1892
178,5.6960,0.22518,-0.27332,1.47467,0,4,0.05633,0,2.6736,3.1801
179,5.7280,0.22536,-0.27139,1.47962,0,4,0.05418,0,2.6758,3.1778
180,5.7600,0.22553,-0.26947,1.48953,0,4,0.05497,0,2.6906,3.1630
181,5.7920,0.22568,-0.26754,1.49448,0,4,0.05694,0,2.6928,3.1609
182,5.8240,0.22582,-0.26562,1.49943,0,4,0.05733,0,2.6945,3.1591
183,5.8560,0.22595,-0.26369,1.50438,0,4,0.05729,0,2.6958,3.1578
184,5.8880,0.22607,-0.26183,1.51181,0,4,0.05746,0,2.7034,3.1502
185,5.9200,0.22618,-0.25990,1.51676,0,4,0.05914,0,2.7040,3.1497
186,5.9520,0.22628,-0.25797,1.52171,0,4,0.06018,0,2.7039,3.1497
187,5.9840,0.22637,-0.25604,1.52666,0,4,0.06063,0,2.7030,3.1506
188,6.0160,0.22645,-0.25418,1.53409,0,4,0.06083,0,2.7082,3.1455
189,6.0480,0.22651,-0.25225,1.53904,0,4,0.06229,0,2.7057,3.1479
190,6.0800,0.22657,-0.25032,1.54399,0,4,0.06091,0,2.7020,3.1517
191,6.1120,0.22661,-0.24839,1.54895,0,5,0.06370,0,2.6965,3.1571
192,6.1440,0.22665,-0.24652,1.55637,0,5,0.06327,0,2.8318,3.0219
193,6.1760,0.22668,-0.24453,1.55885,0,5,0.06491,0,2.8354,3.0182
194,6.2080,0.22670,-0.24266,1.56132,0,5,0.06614,0,2.8393,3.0144
195,6.2400,0.22671,-0.24073,1.56132,0,5,0.06852,0,2.8367,3.0170
196,6.2720,0.22673,-0.23880,1.56628,0,5,0.06839,0,2.8467,3.0069
197,6.3040,0.22674,-0.23687,1.56628,0,5,0.06876,0,2.8442,3.0094
198,6.3360,0.22674,-0.23500,1.56875,0,5,0.06654,0,2.8480,3.0056
199,6.3680,0.22674,-0.23300,1.57123,0,5,0.06448,0,2.8517,3.0019
200,6.4000,0.22674,-0.23114,1.57370,0,5,0.06413,0,2.8556,2.9981
201,6.4320,0.22673,-0.22921,1.57370,0,5,0.06530,0,2.8531,3.0006
202,6.4640,0.22672,-0.22727,1.57865,0,5,0.06756,0,2.8631,2.9905
203,6.4960,0.22671,-0.22534,1.57865,0,5,0.06870,0,2.8607,2.9930
204,6.5280,0.22669,-0.22348,1.58113,0,5,0.06911,0,2.8645,2.9891
205,6.5600,0.22667,-0.22155,1.58113,0,5,0.06910,0,2.8620,2.9917
206,6.5920,0.22665,-0.21962,1.58113,0,5,0.06881,0,2.8592,2.9945
207,6.6240,0.22663,-0.21768,1.58608,0,5,0.06942,0,2.8689,2.9847
208,6.6560,0.22660,-0.21575,1.58608,0,5,0.06965,0,2.8662,2.9875
209,6.6880,0.22657,-0.21389,1.58856,0,5,0.06997,0,2.8697,2.9839
210,6.7200,0.22653,-0.21196,1.58856,0,5,0.06985,0,2.8667,2.9869
211,6.7520,0.22649,-0.20996,1.59103,0,5,0.06946,0,2.8698,2.9839
212,6.7840,0.22645,-0.20809,1.59351,0,5,0.07314,0,2.8730,2.9806
213,6.8160,0.22641,-0.20616,1.59351,0,5,0.07258,0,2.8697,2.9840
214,6.8480,0.22637,-0.20430,1.59598,0,5,0.07391,0,2.8725,2.9811
215,6.8800,0.22632,-0.20237,1.59598,0,5,0.07257,0,2.8687,2.9850
216,6.9120,0.22627,-0.20044,1.59598,0,5,0.07339,0,2.8643,2.9894
217,6.9440,0.22622,-0.19851,1.60094,0,6,0.07290,0,2.8722,2.9814
218,6.9760,0.22616,-0.19658,1.60094,0,6,0.07319,0,2.9623,2.8914
219,7.0080,0.22610,-0.19465,1.60094,0,6,0.07184,0,2.9633,2.8904
220,7.0400,0.22605,-0.19278,1.59846,0,6,0.07311,0,2.9579,2.8958
221,7.0720,0.22599,-0.19085,1.59846,0,6,0.07321,0,2.9588,2.8949
222,7.1040,0.22594,-0.18892,1.59846,0,6,0.07290,0,2.9598,2.8939
223,7.1360,0.22588,-0.18699,1.59846,0,6,0.07372,0,2.9608,2.8929
224,7.1680,0.22584,-0.18512,1.59598,0,6,0.07282,0,2.9555,2.8982
225,7.2000,0.22579,-0.18319,1.59598,0,6,0.07327,0,2.9564,2.8972
226,7.2320,0.22574,-0.18126,1.59598,0,6,0.07476,0,2.9574,2.8962
227,7.2640,0.22569,-0.17933,1.59598,0,6,0.07376,0,2.9585,2.8951
228,7.2960,0.22565,-0.17740,1.59103,0,6,0.07192,0,2.9469,2.9068
229,7.3280,0.22561,-0.17547,1.59103,0,6,0.07421,0,2.9477,2.9060
230,7.3600,0.22557,-0.17354,1.59103,0,6,0.07378,0,2.9485,2.9052
231,7.3920,0.22553,-0.17161,1.59103,0,6,0.07614,0,2.9494,2.9043
232,7.4240,0.22549,-0.16974,1.58856,0,6,0.07480,0,2.9439,2.9097
233,7.4560,0.22546,-0.16781,1.58856,0,6,0.07407,0,2.9447,2.9090
234,7.4880,0.22542,-0.16588,1.58856,0,6,0.07503,0,2.9455,2.9081
235,7.5200,0.22539,-0.16395,1.58856,0,6,0.07547,0,2.9465,2.9072
236,7.5520,0.22536,-0.16202,1.58856,0,6,0.07448,0,2.9475,2.9062
237,7.5840,0.22533,-0.16015,1.58608,0,6,0.07506,0,2.9421,2.9115
238,7.6160,0.22530,-0.15822,1.58608,0,6,0.07516,0,2.9430,2.9106
239,7.6480,0.22527,-0.15629,1.58608,0,6,0.07216,0,2.9440,2.9096
240,7.6800,0.22524,-0.15436,1.58608,0,6,0.07332,0,2.9452,2.9085
241,7.7120,0.22521,-0.15243,1.58608,0,6,0.07287,0,2.9465,2.9072
242,7.7440,0.22518,-0.15050,1.58608,0,6,0.07361,0,2.9479,2.9057
243,7.7760,0.22515,-0.14863,1.58361,0,7,0.07284,0,2.9431,2.9106
244,7.8080,0.22513,-0.14670,1.58361,0,7,0.07292,0,2.9548,2.8988
245,7.8400,0.22510,-0.14477,1.58361,0,7,0.07366,0,2.9556,2.8980
246,7.8720,0.22508,-0.14284,1.58361,0,7,0.07476,0,2.9564,2.8972
247,7.9040,0.22506,-0.14097,1.58113,0,7,0.07631,0,2.9509,2.9027
248,7.9360,0.22504,-0.13904,1.58113,0,7,0.07470,0,2.9516,2.9020
249,7.9680,0.22502,-0.13711,1.58113,0,7,0.07247,0,2.9524,2.9013
250,8.0000,0.22500,-0.13518,1.58113,0,7,0.07204,0,2.9532,2.9004
251,8.0320,0.22498,-0.13325,1.58113,0,7,0.07340,0,2.9541,2.8996
252,8.0640,0.22496,-0.13138,1.57865,0,7,0.07303,0,2.9486,2.9050
253,8.0960,0.22494,-0.12945,1.57865,0,7,0.07416,0,2.9494,2.9043
254,8.1280,0.22493,-0.12752,1.57865,0,7,0.07301,0,2.9502,2.9034
255,8.1600,0.22491,-0.12559,1.57865,0,7,0.07224,0,2.9511,2.9025
256,8.1920,0.22490,-0.12372,1.57618,0,7,0.07264,0,2.9456,2.9080
257,8.2240,0.22489,-0.12179,1.57618,0,7,0.07280,0,2.9464,2.9072
258,8.2560,0.22488,-0.11986,1.57618,0,7,0.07166,0,2.9473,2.9064
259,8.2880,0.22487,-0.11793,1.57618,0,7,0.07212,0,2.9482,2.9055
260,8.3200,0.22486,-0.11600,1.57618,0,7,0.07280,0,2.9492,2.9045
261,8.3520,0.22485,-0.11413,1.57370,0,7,0.07343,0,2.9438,2.9098
262,8.3840,0.22485,-0.11220,1.57370,0,7,0.07276,0,2.9447,2.9089
263,8.4160,0.22484,-0.11027,1.57370,0,7,0.07126,0,2.9457,2.9080
264,8.4480,0.22483,-0.10834,1.57370,0,7,0.07077,0,2.9468,2.9069
265,8.4800,0.22483,-0.10641,1.57370,0,7,0.07131,0,2.9480,2.9056
266,8.5120,0.22483,-0.10454,1.57123,0,7,0.07238,0,2.9429,2.9108
267,8.5440,0.22483,-0.10261,1.57123,0,7,0.07161,0,2.9440,2.9097
268,8.5760,0.22482,-0.10068,1.57123,0,7,0.07054,0,2.9453,2.9084
269,8.6080,0.22482,-0.09875,1.57123,0,8,0.07108,0,2.9468,2.9069
270,8.6400,0.22482,-0.09682,1.57123,0,8,0.06997,0,2.9342,2.9195
271,8.6720,0.22482,-0.09488,1.57123,0,8,0.07050,0,2.9344,2.9193
272,8.7040,0.22482,-0.09302,1.56875,0,8,0.06967,0,2.9282,2.9254
273,8.7360,0.22483,-0.09109,1.56875,0,8,0.07218,0,2.9283,2.9254
274,8.7680,0.22483,-0.08916,1.56875,0,8,0.03854,0,2.9283,2.9253
275,8.8000,0.22484,-0.08722,1.56875,0,8,0.02809,0,2.9284,2.9253
276,8.8320,0.22484,-0.08536,1.57123,0,8,0.02714,0,2.9348,2.9189
277,8.8640,0.22484,-0.08343,1.57123,0,8,0.02764,0,2.9351,2.9186
278,8.8960,0.22483,-0.08150,1.57123,0,8,0.02691,0,2.9353,2.9183
279,8.9280,0.22483,-0.07956,1.57123,0,8,0.02671,0,2.9356,2.9180
280,8.9600,0.22484,-0.07770,1.56875,0,8,0.02701,0,2.9296,2.9241
281,8.9920,0.22484,-0.07577,1.56875,0,8,0.02552,0,2.9297,2.9240
282,9.0240,0.22484,-0.07384,1.56875,0,8,0.02688,0,2.9298,2.9239
283,9.0560,0.22485,-0.07190,1.56875,0,8,0.02629,0,2.9299,2.9238
284,9.0880,0.22485,-0.06997,1.56875,0,8,0.02510,0,2.9300,2.9236
285,9.1200,0.22486,-0.06804,1.56875,0,8,0.02633,0,2.9302,2.9235
286,9.1520,0.22486,-0.06611,1.56875,0,8,0.02697,0,2.9303,2.9233
287,9.1840,0.22486,-0.06418,1.56875,0,8,0.02474,0,2.9305,2.9232
288,9.2160,0.22487,-0.06225,1.56875,0,8,0.02618,0,2.9307,2.9230
289,9.2480,0.22487,-0.06045,1.56875,0,8,0.02573,0,2.9309,2.9228
290,9.2800,0.22487,-0.05852,1.56875,0,8,0.02608,0,2.9311,2.9225
291,9.3120,0.22488,-0.05658,1.56875,0,8,0.02756,0,2.9314,2.9223
292,9.3440,0.22488,-0.05465,1.56875,0,8,0.02595,0,2.9317,2.9220
293,9.3760,0.22489,-0.05272,1.56875,0,8,0.02692,0,2.9320,2.9216
294,9.4080,0.22489,-0.05079,1.56875,0,8,0.02657,0,2.9324,2.9213
295,9.4400,0.22489,-0.04886,1.56875,0,9,0.02671,0,2.9329,2.9208
296,9.4720,0.22490,-0.04693,1.56875,0,9,0.02789,0,2.9252,2.9284
297,9.5040,0.22490,-0.04500,1.56875,0,9,0.02685,0,2.9252,2.9285
298,9.5360,0.22491,-0.04313,1.56628,0,9,0.02674,0,2.9188,2.9349
299,9.5680,0.22492,-0.04120,1.56628,0,9,0.02641,0,2.9185,2.9351
300,9.6000,0.22492,-0.03933,1.56875,0,9,0.02695,0,2.9247,2.9290
301,9.6320,0.22493,-0.03740,1.56875,0,9,0.02580,0,2.9246,2.9291
302,9.6640,0.22493,-0.03547,1.56875,0,9,0.02622,0,2.9245,2.9291
303,9.6960,0.22494,-0.03354,1.56875,0,9,0.02644,0,2.9244,2.9292
304,9.7280,0.22494,-0.03161,1.56875,0,9,0.02661,0,2.9244,2.9293
305,9.7600,0.22494,-0.02968,1.56875,0,9,0.02708,0,2.9243,2.9294
306,9.7920,0.22495,-0.02775,1.56875,0,9,0.02607,0,2.9242,2.9295
307,9.8240,0.22495,-0.02582,1.56875,0,9,0.02664,0,2.9241,2.9296
308,9.8560,0.22496,-0.02388,1.56875,0,9,0.02641,0,2.9240,2.9297
309,9.8880,0.22496,-0.02195,1.56875,0,9,0.02581,0,2.9239,2.9298
310,9.9200,0.22496,-0.02015,1.56875,0,9,0.02628,0,2.9237,2.9299
311,9.9520,0.22497,-0.01822,1.56875,0,9,0.02672,0,2.9236,2.9301
312,9.9840,0.22497,-0.01629,1.56875,0,9,0.02688,0,2.9235,2.9302
313,10.0160,0.22497,-0.01436,1.56875,0,9,0.02657,0,2.9233,2.9304
